"thumbnail href","img-fluid src","img-fluid src 2","lbltext","badge","product-category-name","h3","color href","img-fluid src 3","miniature-reference-link","product-price","product-description-short","color href 2","img-fluid src 4"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829244-2935011-fiambrera-de-acero-inox-750-ml-chan-lunchbox-mo9938.html#/2660-color-plata_mate/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1124870-home_default/fiambrera-de-acero-inox-750-ml-chan-lunchbox-mo9938.jpg","https://media2.connectad.net/1124871-home_default/fiambrera-de-acero-inox-750-ml-chan-lunchbox-mo9938.jpg","Más vendido","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera de acero inox. 750 ml CHAN LUNCHBOX | MO9938","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829244-2935011-fiambrera-de-acero-inox-750-ml-chan-lunchbox-mo9938.html#/2660-color-plata_mate/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/2660.jpg","MO9938","8,59 €","Fiambrera de acero inoxidable con fuertes hebillas laterales que...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/832990-2745654-shonka.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1057926-home_default/shonka.jpg","https://media3.connectad.net/1058799-home_default/shonka.jpg","Más vendido","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera Shonka | 1741","https://www.connectad.net/fiambreras-y-tuppers-personalizados/832990-2745656-shonka.html#/444-color-natural/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/444.jpg","MK1741","9,08 €","Fiambrera de 750 ml de capacidad, fabricada en acero inox...","https://www.connectad.net/fiambreras-y-tuppers-personalizados/832990-2745654-shonka.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/448.jpg"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/2500-2544826-noix.html#/447-color-amarillo/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/990548-home_default/noix.jpg","https://media3.connectad.net/990559-home_default/noix.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera Sandwich Noix | 2500","https://www.connectad.net/fiambreras-y-tuppers-personalizados/2500-2544827-noix.html#/422-color-azul/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/422.jpg","MK2500","0,72 €","Fiambrera para sandwich de 450ml de capacidad en variada gama de...","https://www.connectad.net/fiambreras-y-tuppers-personalizados/2500-2544830-noix.html#/425-color-verde/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/425.jpg"
"https://www.connectad.net/articulos-de-cocina-personalizados/827505-3053941-molkas.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1177617-home_default/molkas.jpg","https://media2.connectad.net/1178093-home_default/molkas.jpg","","Con existencias","Artículos de Cocina personalizados","Fiambrera Molkas | 6675","https://www.connectad.net/articulos-de-cocina-personalizados/827505-3053941-molkas.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/459.jpg","MK6675","6,47 €","Fiambrera de línea nature, fabricada en PLA 100% compostable libre...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/827731-2523042-tuber.html#/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/985646-home_default/tuber.jpg","https://media2.connectad.net/985710-home_default/tuber.jpg","","Producto disponible con otras opciones","Fiambreras y Tuppers Personalizados","Fiambrera Tuber | 6915","","","MK6915","4,67 €","Fiambrera de 1L de capacidad, libre de BPA. Fabricada en cristal de...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/827732-2523043-dixer.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/985656-home_default/dixer.jpg","https://media1.connectad.net/985711-home_default/dixer.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera Térmica Dixer | 6916","https://www.connectad.net/fiambreras-y-tuppers-personalizados/827732-2523043-dixer.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/448.jpg","MK6916","7,85 €","Fiambrera térmica de 850ml de capacidad. Fabricada en acero inox y...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828172-2886021-fiambrera-acero-inoxidable-double-chan-mo6212.html#/2660-color-plata_mate/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1094249-home_default/fiambrera-acero-inoxidable-double-chan-mo6212.jpg","https://media3.connectad.net/1094250-home_default/fiambrera-acero-inoxidable-double-chan-mo6212.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera acero inoxidable DOUBLE CHAN | MO6212","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828172-2886021-fiambrera-acero-inoxidable-double-chan-mo6212.html#/2660-color-plata_mate/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/2660.jpg","MO6212","11,60 €","Fiambrera de acero inoxidable de 2 compartimentos con fuertes...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828198-2886572-fiambrera-sandwichera-thursday-mo6240.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1094424-home_default/fiambrera-sandwichera-thursday-mo6240.jpg","https://media3.connectad.net/1094425-home_default/fiambrera-sandwichera-thursday-mo6240.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera sandwichera THURSDAY | MO6240","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828198-2886572-fiambrera-sandwichera-thursday-mo6240.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/461.jpg","MO6240","4,62 €","Fiambrera o sandwichera de PP con tapa de bambú.","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828198-2886573-fiambrera-sandwichera-thursday-mo6240.html#/601-color-beig/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/601.jpg"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828211-2886928-fiambrera-pp-sunday-mo6254.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1094538-home_default/fiambrera-pp-sunday-mo6254.jpg","https://media1.connectad.net/1094539-home_default/fiambrera-pp-sunday-mo6254.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera PP SUNDAY | MO6254","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828211-2886929-fiambrera-pp-sunday-mo6254.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/459.jpg","MO6254","2,98 €","Fiambrera con 1 compartimento en PP que incluye los cubiertos.","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828211-2886928-fiambrera-pp-sunday-mo6254.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/461.jpg"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828232-2887363-fiambrera-pp-600-ml-saturday-mo6275.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1094718-home_default/fiambrera-pp-600-ml-saturday-mo6275.jpg","https://media1.connectad.net/1094719-home_default/fiambrera-pp-600-ml-saturday-mo6275.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera PP 600 ml SATURDAY | MO6275","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828232-2887364-fiambrera-pp-600-ml-saturday-mo6275.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/459.jpg","MO6275","3,91 €","Fiambrera de 2 compartimentos fabricada en PP. Incluye juego de...","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828232-2887363-fiambrera-pp-600-ml-saturday-mo6275.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/461.jpg"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828258-2887802-fiambrera-750-ml-sonabox-mo6301.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1094926-home_default/fiambrera-750-ml-sonabox-mo6301.jpg","https://media3.connectad.net/1094927-home_default/fiambrera-750-ml-sonabox-mo6301.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera 750 ml SONABOX | MO6301","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828258-2887802-fiambrera-750-ml-sonabox-mo6301.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/9561.jpg","MO6301","10,17 €","Fiambrera de acero inoxidable con fuertes hebillas de cierre...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829079-2931967-fiambrera-cierre-hermetico-lux-lunch-mo9759.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1123915-home_default/fiambrera-cierre-hermetico-lux-lunch-mo9759.jpg","https://media3.connectad.net/1123916-home_default/fiambrera-cierre-hermetico-lux-lunch-mo9759.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera cierre hermetico LUX LUNCH | MO9759","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829079-2931968-fiambrera-cierre-hermetico-lux-lunch-mo9759.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/459.jpg","MO9759","5,76 €","Fiambrera con cierre hermético. Fabricada en PP en el interior y...","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829079-2931967-fiambrera-cierre-hermetico-lux-lunch-mo9759.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/461.jpg"
"https://www.connectad.net/articulos-de-cocina-personalizados/827524-2789569-sariul.html#/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1066986-home_default/sariul.jpg","https://media2.connectad.net/1067650-home_default/sariul.jpg","","Con existencias","Artículos de Cocina personalizados","Fiambrera Sariul | 6695","","","MK6695","6,76 €","Fiambrera de línea nature. Tapadera y cubiertos fabricados en...","",""
"https://www.connectad.net/articulos-de-cocina-personalizados/827535-3053943-fandex.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1177628-home_default/fandex.jpg","https://media2.connectad.net/1178095-home_default/fandex.jpg","","Con existencias","Artículos de Cocina personalizados","Fiambrera Antibacteriana Fandex | 6708","https://www.connectad.net/articulos-de-cocina-personalizados/827535-3053943-fandex.html#/459-color-blanco/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/459.jpg","MK6708","3,98 €","Fiambrera antibacteriana en resistente material PP de acabado...","",""
"https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/827550-2789575-calpy.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1067019-home_default/calpy.jpg","https://media3.connectad.net/1067656-home_default/calpy.jpg","","Con existencias","Artículos para Cocina y Hogar Personalizados","Fiambrera Eléctrica Calpy | 6724","https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/827550-2789575-calpy.html#/448-color-gris/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/448.jpg","MK6724","10,37 €","Fiambrera eléctrica de 1l de capacidad . Fabricada en resistente...","",""
"https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/827618-2789619-bejar.html#/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1067049-home_default/bejar.jpg","https://media3.connectad.net/1067702-home_default/bejar.jpg","Sostenible","Con existencias","Artículos para Cocina y Hogar Personalizados","Fiambrera Bejar | 6799","","","MK6799","5,50 €","Fiambrera de línea nature de 700 ml de capacidad. Fabricada en...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829229-2934551-fiambrera-de-vidrio-900-ml-praga-lunchbox-mo9923.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1124676-home_default/fiambrera-de-vidrio-900-ml-praga-lunchbox-mo9923.jpg","https://media2.connectad.net/1124677-home_default/fiambrera-de-vidrio-900-ml-praga-lunchbox-mo9923.jpg","","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera de vidrio 900 ml. PRAGA LUNCHBOX | MO9923","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829229-2934551-fiambrera-de-vidrio-900-ml-praga-lunchbox-mo9923.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/483.jpg","MO9923","5,60 €","Fiambrera de vidrio borosilicato con tapa hermética en PP. Apto...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829267-2935579-fiambrera-vidrio-y-tapa-bambu-tundra-lunchbox-mo9962.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1124999-home_default/fiambrera-vidrio-y-tapa-bambu-tundra-lunchbox-mo9962.jpg","https://media2.connectad.net/1125000-home_default/fiambrera-vidrio-y-tapa-bambu-tundra-lunchbox-mo9962.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera vidrio y tapa bambú TUNDRA LUNCHBOX | MO9962","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829267-2935579-fiambrera-vidrio-y-tapa-bambu-tundra-lunchbox-mo9962.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/483.jpg","MO9962","7,81 €","Fiambrera en vidrio con tapa de bambú y banda de silicona....","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829272-2935589-fiambrera-de-acero-inox600-ml-savanna-mo9967.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1125048-home_default/fiambrera-de-acero-inox600-ml-savanna-mo9967.jpg","https://media3.connectad.net/1125049-home_default/fiambrera-de-acero-inox600-ml-savanna-mo9967.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera de acero inox.600 ml SAVANNA | MO9967","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829272-2935589-fiambrera-de-acero-inox600-ml-savanna-mo9967.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/9561.jpg","MO9967","8,31 €","Fiambrera de acero inoxidable con tapa y 2 cubiertos de bambú....","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829420-2889257-fiambrera-de-bambu-1000ml-laden-large-mo6378.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1095432-home_default/fiambrera-de-bambu-1000ml-laden-large-mo6378.jpg","https://media2.connectad.net/1095433-home_default/fiambrera-de-bambu-1000ml-laden-large-mo6378.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera de bambú 1000ml LADEN LARGE | MO6378","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829420-2889257-fiambrera-de-bambu-1000ml-laden-large-mo6378.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/9561.jpg","MO6378","8,37 €","Fiambrera de bambú con separador extraíble y banda elástica de...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/829419-2889256-fiambrera-de-bambu-650ml-laden-mo6377.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media2.connectad.net/1095426-home_default/fiambrera-de-bambu-650ml-laden-mo6377.jpg","https://media1.connectad.net/1095427-home_default/fiambrera-de-bambu-650ml-laden-mo6377.jpg","Sostenible","Con existencias","Fiambreras y Tuppers Personalizados","Fiambrera de bambú 650ml LADEN | MO6377","https://www.connectad.net/fiambreras-y-tuppers-personalizados/829419-2889256-fiambrera-de-bambu-650ml-laden-mo6377.html#/9561-color-madera/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/9561.jpg","MO6377","6,71 €","Fiambrera de bambú con separador extraíble y banda elástica de...","",""
"https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/829679-2769763-bawar.html#/444-color-natural/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1063894-home_default/bawar.jpg","https://media3.connectad.net/1064103-home_default/bawar.jpg","Sostenible","Con existencias","Artículos para Cocina y Hogar Personalizados","Fiambrera Bawar | 1126","https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/829679-2769763-bawar.html#/444-color-natural/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/444.jpg","MK1126","4,84 €","Fiambrera de 1,4l en resistente material PP veteado libre de BPA,...","https://www.connectad.net/articulos-para-cocina-y-hogar-personalizados/829679-2769764-bawar.html#/461-color-negro/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/461.jpg"
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828270-2888102-bol-ensalada-1200-ml-salabam-mo6314.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media1.connectad.net/1095014-home_default/bol-ensalada-1200-ml-salabam-mo6314.jpg","https://media1.connectad.net/1095015-home_default/bol-ensalada-1200-ml-salabam-mo6314.jpg","Sostenible","Sin Existencias","Fiambreras y Tuppers Personalizados","Bol ensalada 1200 ml SALABAM | MO6314","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828270-2888102-bol-ensalada-1200-ml-salabam-mo6314.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/483.jpg","MO6314","4,00 €","Bol de ensalada para preparar, servir o almacenar, hecho de cristal...","",""
"https://www.connectad.net/fiambreras-y-tuppers-personalizados/828205-2886921-tarro-cristal-600-ml-borospoon-mo6247.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://media3.connectad.net/1094490-home_default/tarro-cristal-600-ml-borospoon-mo6247.jpg","https://media3.connectad.net/1094491-home_default/tarro-cristal-600-ml-borospoon-mo6247.jpg","Sostenible","Sin Existencias","Fiambreras y Tuppers Personalizados","Tarro cristal 600 ml BOROSPOON | MO6247","https://www.connectad.net/fiambreras-y-tuppers-personalizados/828205-2886921-tarro-cristal-600-ml-borospoon-mo6247.html#/483-color-transparente/24669-posicion-sin_impresion/24670-marcaje-sin_impresion","https://www.connectad.net//img/co/483.jpg","MO6247","4,17 €","Tarro de cristal de borosilicato con tapa y cuchara de bambú....","",""